"card","reports","age","income","share","expenditure","owner","selfemp","dependents","months","majorcards","active"
0,2,28.08333,3,0.0004615385,0,0,0,0,18,1,9
1,0,27.16667,2.3558,0.01112149,21.33333,1,0,2,6,0,5
1,0,50,4.5,0.06057946,360.995,1,0,2,301,1,11
0,0,34.91667,3.7,0.4258454,114.6017,1,0,2,192,1,7
1,0,25.25,2,0.02479182,91.4125,1,1,1,24,0,10
0,0,30.75,1.8,0.0006666667,0,1,0,0,10,1,5
1,0,20.91667,4,0.042129,140.3467,1,0,0,24,1,15
0,0,41.08333,6,2e-04,8.333333,1,0,4,18,1,4
1,0,28.41667,2.16,0.07231405,0,0,0,0,42,1,0
1,0,28.91667,3.5,0.3822785,875.8884,1,0,0,48,1,3
1,0,0.5833333,2.5,0.0831712,173.0233,0,1,0,150,1,13
1,0,25.91667,2.4,0.1078696,0,0,0,0,26,1,18
1,0,33.58333,2.6875,0.0004705882,165.93,0,0,3,85,0,0
1,0,27.16667,1.9,0.007277206,29.975,1,0,0,16,1,8
1,0,30.83333,1.8,0.001998425,178.9158,0,0,1,90,1,2
1,0,23.75,1.56,0.03501987,44.9425,0,0,1,18,1,0
1,0,20.16667,2.6796,0.1196407,149.5508,0,0,4,3,1,3
1,0,29.33333,3.5,0.00297809,3.75,0,0,0,19,1,0
0,0,36.58333,2.52,0.0004761905,0,1,0,0,77,1,7
1,0,29.33333,3.5,0.04474897,82.92084,0,0,0,133,0,5
1,0,24.58333,1.78,0.0006741573,121.0308,0,0,0,22,1,6
1,0,29.08333,4.5,0.002743142,0,1,0,6,120,1,15
1,0,22.33333,12.4999,0.2975549,3099.505,0,0,1,120,1,7
1,0,31.5,3.9495,0.2253456,300.4608,1,0,6,6,0,0
1,0,45.58333,11.9999,0.02724,200.4933,1,0,1,24,1,7
0,0,25.75,2.8,0.04983472,0,1,0,2,192,1,2
1,0,21.58333,3.4,0.1409972,215.4392,0,0,1,12,1,11
1,0,33.25,1.75,0.02445829,35.16833,1,0,3,131,1,9
0,0,23.41667,3.25,0.1200515,22.4625,1,0,0,7,1,15
0,0,49.75,5,0.0003333333,0,0,0,0,120,1,5
0,1,35.91667,1.85,0.0003037975,0,1,0,0,27,0,0
1,0,40.91667,5.5,0.1239747,288.3633,1,0,1,30,1,5
0,0,54.5,4.3,0.1763946,0,1,0,3,18,1,3
1,0,35,4.1125,0.1119657,326.5667,1,0,1,48,1,7
1,1,30.58333,3.5,0.03930543,114.5575,1,0,5,57,1,15
1,1,40.16667,4,0.05105425,170.1808,1,0,5,28,1,7
0,1,33.91667,5.5,0.0003529412,1510.534,0,0,2,12,1,5
1,1,56.75,7.572,0.006669308,0,0,0,2,39,0,18
1,0,51.25,3.73,0.05783512,191.7017,0,0,1,108,1,2
1,0,25.91667,3.5,0.0004615385,175.4442,0,0,1,36,1,3
1,0,30.83333,2.5,0.00048,188.1858,0,0,1,18,1,6
1,0,27.91667,2.52,0.08961231,188.1858,0,0,1,12,0,0
1,0,23.83333,2.5,0.0005454546,1096.657,0,0,0,12,0,10
1,0,33.5,3.5,0.2269911,276.9842,0,0,0,4,1,13
0,1,54.83333,4.35,0.0002758621,0,1,0,0,28,1,2
0,0,38.75,1.6,0.07547747,0,0,0,0,51,0,2
1,0,32.16667,9.4,0.0001276596,38.365,0,0,0,24,1,4
0,0,34.25,4.8,0.3706127,0,1,0,0,3,1,2
1,0,29.83333,3,0.26509,530.18,1,0,1,24,1,13
1,0,35.25,1.638,0.04700183,2291.174,0,0,0,10,0,1
1,2,22.16667,2.9,0.0004137931,127.5342,0,0,1,102,1,3
1,0,21.5,4.3,0.02165545,63.45667,1,0,0,264,0,15
1,0,38.25,2.3,0.0676087,129.4167,1,0,0,3,1,3
1,0,39.58333,7,0.03023229,176.2717,1,0,3,43,1,0
0,0,24.33333,2.4,0.1813192,0,0,1,0,16,1,7
0,2,30.58333,2.5,0.00048,0,0,0,0,54,1,1
1,2,34.83333,2.75,0.03620279,75.63417,1,0,0,151,1,15
1,0,26.08333,3.5,0.0016,113.5892,1,0,1,28,1,8
1,0,27.91667,7,0.05167186,301.2525,0,0,2,144,1,8
1,0,38.75,2.6,0.096285,12.08333,0,0,0,51,1,16
1,0,22.41667,1.95,0.03733385,390.1667,0,0,0,10,0,0
1,0,45.5,6.5,0.0001846154,0,0,0,2,34,1,1
1,3,22.91667,2.5,0.2395248,30.0525,1,0,0,38,1,0
0,1,31.25,5.6965,0.003666667,8.333333,0,0,2,84,0,9
1,0,50.91667,1.8,0.07033833,105.5075,1,0,2,60,1,4
1,0,39.58333,2.6,0.227364,568.2433,1,0,0,46,1,9
1,0,43.83333,3.6,0.01558974,212.4783,1,0,3,179,1,13
0,0,23.66667,2.3,0.007781739,0,0,0,2,18,1,0
1,1,21.5,1.78,0.0006741573,1786.277,0,0,0,5,1,0
0,0,21.91667,2.35,0.0005106383,0,0,0,0,6,1,0
1,0,39.41667,2.3,0.01453408,438.3667,1,0,2,24,1,10
0,2,39.91667,3.6,0.01013447,0,1,0,2,14,1,15
1,0,42.25,2.8,0.02476569,66.26417,0,0,0,36,1,6
1,2,25.75,1.85,0.0006486487,134.2008,0,0,0,24,0,12
1,3,25.75,1.85,0.05965243,91.96417,1,0,0,36,1,8
1,0,25.41667,1.85,0.06417074,215.8817,0,0,1,37,1,0
1,0,25.83333,2.5,0.0598016,124.5033,0,0,1,101,0,0
1,1,43.58333,3.3,0.04364765,100.3367,1,0,1,75,1,14
1,1,30.83333,2.1,0.05904476,240.38,0,0,0,49,1,5
1,0,28.83333,2.45,0.03879551,89.955,1,0,0,26,0,0
1,0,26.58333,4,0.02011975,66.7325,0,0,1,26,1,2
1,0,20.91667,3.8,0.042129,47.7875,1,0,0,14,1,6
0,2,35.58333,4.9,0.0002352941,0,0,0,2,26,1,3
1,0,36.41667,3,0.1130587,294.5592,1,0,2,9,1,6
1,0,25.33333,3.3,0.02563117,68.35917,0,0,5,42,1,12
1,0,24.91667,2.9,0.03496943,101.4942,1,0,0,12,1,0
1,0,34.83333,5.5,0.2375431,1088.739,1,0,4,12,1,0
1,0,26.41667,2.8,0.01511711,215.0692,1,0,1,51,1,16
1,0,22.66667,4.8,0.06658583,266.3433,0,0,0,3,1,0
1,0,38.25,4.55,0.08108,344.0067,1,0,3,126,1,17
1,0,46.25,3.8,0.03591921,188.295,1,0,0,96,1,4
1,0,50.33333,2.86,0.04148197,245.3517,1,0,0,12,1,1
1,0,26.41667,2.4,0.01446872,46.52333,1,0,0,30,0,13
1,1,30.58333,3.4838,0.0628954,182.0958,1,0,0,540,1,12
1,0,32.33333,3.5,0.2897866,0,1,0,1,14,1,0
1,0,24.66667,2.4,0.04983472,43.74417,1,0,2,72,1,9
1,0,45.16667,3.5,0.13624,397.0333,1,0,0,132,1,22
1,0,41.66667,2.7,0.2200399,423.1267,0,0,1,94,1,11
1,0,21,5.4,0.01299352,552.7242,1,0,0,108,1,17
1,0,37.08333,4.1,0.08389854,286.57,1,1,3,120,1,5
1,0,28,3.04,0.014875,34.125,0,0,0,15,1,0
1,0,25.08333,2.08,0.03545144,59.85417,1,0,2,15,1,3
0,0,39.58333,1.511,0.0316508,0,0,0,3,70,1,9
1,1,31.08333,3,0.0628954,0,0,1,0,540,1,7
1,1,23.5,2.6,0.2956862,429.905,1,0,0,12,1,4
1,0,39.75,2.5,0.0298332,61.73583,1,0,2,38,0,4
1,0,44.58333,1.968,0.06387195,103.9167,0,0,0,64,0,1
1,0,21.5,2.4,0.1066462,35.16667,0,0,0,7,0,5
1,0,26.83333,2.04,0.007586207,38.9975,0,0,0,24,1,0
1,0,39.41667,2.58,0.07673334,60.06667,0,0,0,25,1,15
0,0,32.58333,2.1,0.01511711,0,1,0,1,51,1,11
0,0,38.41667,6.8,0.06853744,14.66667,0,0,0,72,1,5
1,0,28.16667,2.8,0.0004285714,154.8592,1,0,2,123,1,7
1,3,52.25,3.5091,0.1596184,0,0,0,0,6,1,9
0,0,37.16667,1.68,0.0007142857,0,0,0,3,38,0,8
0,0,25.33333,4.7,0.0004545455,0,0,0,0,90,1,33
1,0,28.25,2.3,0.1700255,282.8758,0,0,0,24,1,14
1,2,35.33333,6.888,0.3137003,745.0383,1,0,0,30,1,18
1,4,24.58333,1.5,3e-04,24.07,0,0,0,36,1,32
1,2,33.75,2,0.06025,209.0558,1,1,1,38,0,20
1,0,25,1.97,0.0315875,0,0,0,1,192,1,9
0,9,25.41667,3,0.01046967,25.5075,0,0,0,3,1,10
1,0,26.08333,2.75,0.1835625,420.5808,1,0,1,12,1,11
1,0,31.25,5,0.06579486,548.035,1,1,4,28,1,0
1,0,33.66667,2.1,0.0449081,78.25584,0,0,0,12,0,0
1,0,27.91667,4,0.1102229,192.64,0,0,0,2,1,8
1,1,21.91667,2.6875,0.03187233,165.93,1,0,0,85,1,12
1,0,34.33333,3.3,0.0032,431.1433,1,0,4,3,1,6
1,0,22.83333,1.8468,0.011423,16.91333,0,0,0,36,1,4
1,2,24.5,2.16,0.0004137931,434.8775,0,0,0,3,0,5
1,0,27.58333,2.1,0.06486379,134.3858,1,0,1,27,0,6
1,0,40,3.5606,0.1090841,54.96917,0,0,1,158,1,9
1,0,49.16667,3.374,0.01495,0,0,0,0,40,0,6
1,0,32.08333,2,0.0005555556,120.5592,0,0,0,24,1,4
1,0,23.83333,4.8,0.0801425,320.4867,0,1,0,120,1,2
1,0,38.66667,6.9,0.06075971,1352.488,1,0,3,36,0,0
1,0,21.41667,1.56,0.06716603,87.14917,0,0,0,24,1,5
1,0,43.33333,2.3,0.049059,81.265,1,0,6,3,0,9
1,0,37.5,2.6,0.2969185,643.3233,0,0,1,10,1,14
1,0,47.83333,1.8,0.03474402,125.8917,1,0,1,3,1,6
0,0,52.16667,5,0.2582515,85.24083,0,1,1,204,0,16
1,0,52.25,2.55,0.0552038,91.17667,0,0,3,7,1,4
1,3,32.25,2.6,0.1792845,170.4625,0,0,0,76,1,3
1,1,25.75,2.8,0.05751464,134.2008,0,0,2,6,0,6
1,1,26,1.7305,0.09120428,192.7208,0,0,0,109,1,5
1,0,38.5,3.2618,0.3213481,562.3592,0,0,0,18,1,0
1,0,23.08333,2,0.1502422,320.5167,0,0,0,11,1,2
1,0,33.16667,4.6,0.08529589,398.0475,1,0,2,72,1,5
1,0,41.16667,4.74,0.04979033,124.4758,1,0,0,13,1,0
0,0,22.16667,2.4,0.2284344,0,0,0,2,23,1,0
1,0,28.16667,1.85,0.02481051,93.31,0,0,0,84,1,1
0,0,30.75,2.315,0.0005183585,0,1,0,0,17,1,3
1,0,30,1.73,6e-04,0,1,0,1,42,0,2
1,0,27.25,2.1,0.1375624,37.42916,0,0,0,48,1,9
1,0,20.25,1.5,0.204897,32.775,0,0,0,20,1,7
1,0,28.41667,1.6417,6e-04,508.2908,0,0,0,108,1,9
0,4,22.75,2.1,0.1308376,0,0,0,0,61,0,6
1,0,24.41667,1.9,0.2731216,179.7167,0,0,0,24,1,6
1,0,21.5,2.66,0.03650327,46.29167,1,0,3,22,1,11
1,0,38.25,3.9946,0.08108,344.0067,1,0,0,268,1,17
1,0,27.91667,1.6,0.01257576,61.7425,0,0,2,162,1,11
1,0,57.08333,5,0.08415,0,0,1,0,144,1,7
1,0,29.83333,3.7,0.0007177034,1836.976,0,0,0,144,1,7
1,0,22.91667,2.1,0.009285714,498.9267,0,0,0,6,1,5
1,0,26.66667,2,0.164968,274.9467,0,0,0,13,1,1
1,1,44.83333,3.5,0.06167429,179.7167,1,0,0,48,0,10
1,0,54.41667,1.5,0.03482019,77.28667,0,0,0,135,1,1
1,1,30.16667,4.16,0.0002884615,113.5892,1,0,2,37,1,15
1,0,24.83333,7,0.0509016,240.4842,0,0,1,24,1,2
1,0,25.08333,2.8542,0.0337825,67.39833,0,1,1,42,1,4
1,0,39.16667,3,0.01046967,69.27333,1,1,2,3,1,5
0,0,31.41667,3,0.00048,0,1,0,1,96,1,13
1,3,40.41667,3.115,0.2204731,1010.502,0,1,1,60,1,11
1,3,50,1.6213,0.09626533,360.995,1,0,2,301,1,4
1,0,33.58333,2.55,0.04429271,0,1,0,2,110,1,0
0,0,25.16667,7,0.221529,0,0,0,0,13,1,31
0,2,24.16667,3.1,8e-04,0,0,0,0,18,1,0
0,7,29.5,2.7161,0.0004418099,0,0,0,1,60,0,10
1,0,28.25,2.55,0.01336535,509.0542,0,0,1,5,1,3
1,0,47.33333,2.7495,0.2148416,163.4175,0,0,0,27,0,1
1,0,27.83333,3,0.1608053,0,0,0,1,27,1,5
0,2,34,3.15,0.0004824121,0,0,0,1,19,1,3
0,0,38.5,2.1,0.000201005,126.1033,1,0,3,3,0,5
1,0,27.25,2.9,0.0841927,182.1675,0,0,0,9,0,0
1,0,47.91667,8.4,0.09576601,359.1225,0,0,3,6,1,0
1,0,24.25,3.5995,0.03838103,292.6633,0,0,4,18,1,4
1,0,47.83333,4.68,0.032497,134.9183,1,0,3,134,0,4
1,0,22.83333,2.8,0.011423,8.333333,0,0,0,48,1,4
1,2,34.83333,4.55,0.04465253,0,1,0,1,408,1,3
1,0,21.25,2.007,0.03496332,151.0325,0,0,2,8,1,5
1,0,25.25,5.5,0.02479182,203.1333,0,1,0,17,1,0
0,0,35.33333,1.908,3e-04,0,0,0,2,120,1,1
1,0,39.08333,3.5,0.06206229,181.015,1,0,1,42,1,1
0,1,27.66667,2.15,0.2956862,0,1,0,0,12,1,4
1,0,23.25,1.62,0.003142857,108.9775,0,0,0,12,1,7
1,0,33.83333,3.8,0.0003157895,483.0608,0,0,0,14,1,0
1,0,39.75,2.9,0.04854384,15.94083,1,0,1,27,1,3
1,0,39.25,3.4064,0.01074229,15.3325,0,0,1,38,1,3
1,2,25.16667,4,0.00165,4.583333,0,1,2,30,1,4
1,0,27.16667,2.6,0.8778461,1902,0,0,0,12,0,7
1,0,24.66667,2.0676,0.2071184,200.4933,1,0,0,24,1,7
0,0,44.66667,2.4,5e-04,0,0,0,0,36,1,8
1,0,25.16667,3.42,0.0219424,24.575,0,0,3,3,1,0
1,1,21.91667,6.7,0.05414866,302.2467,0,0,2,39,1,6
1,0,62,5.43,0.007506077,33.215,1,0,0,14,1,11
1,0,24.25,1.62,0.2969185,643.3233,0,0,1,12,0,4
1,1,21.25,2.4192,0.02909975,82.65916,0,0,0,24,1,3
1,0,31.58333,3.4,0.05114029,199.795,0,0,0,12,1,8
1,0,32.16667,9.7867,0.03704,113.75,1,0,3,120,1,5
1,0,29.5,2.8,0.1067854,249.1658,0,0,0,12,1,8
1,0,49.58333,6.3,0.01074229,15.3325,0,0,1,38,1,3
1,0,32,2.5,0.08980467,111.8392,0,0,1,14,1,19
0,0,35,4.5,0.1696612,37.58333,1,0,3,144,1,9
0,0,26.25,3,0.000486618,0,1,0,0,1,1,20
1,1,39.08333,2.7,0.02909975,156.9,0,0,1,38,1,10
1,0,26.66667,9.9999,5e-04,56.46333,0,0,0,27,1,2
1,1,49.83333,6.9,0.1085196,220.8942,0,0,2,160,0,13
1,0,40.75,4.8,0.1537802,615.1208,1,0,2,177,1,13
1,0,20.83333,1.92,0.03099,208.0833,0,0,0,84,1,6
1,0,40.33333,1.944,0.03813821,88.73917,0,0,1,54,0,1
1,0,25,2.4,0.02467697,62.50833,1,0,0,3,1,9
1,0,32,2.6,0.1257411,366.745,0,0,0,84,1,0
0,1,40.5,2.25,0.109958,44,0,0,0,86,0,22
1,2,30.75,2.315,0.06716603,87.14917,0,0,0,24,0,8
1,0,32.33333,6,0.09011575,0,1,0,4,62,0,4
1,0,40,4.5,0.01680412,359.1225,0,0,0,128,0,0
0,2,23,3.5,0.0003428572,0,0,0,0,365,0,3
1,0,35.41667,3,0.02586333,132.4717,0,0,0,3,1,0
1,0,31.33333,2.5,0.2339912,487.4817,1,0,2,44,0,12
0,0,31.08333,2.8,6e-04,0,0,0,0,15,1,6
0,0,36.5,9.9999,0.2171703,633.4133,1,0,0,10,1,17
1,0,0.5833333,4,0.03296432,242.1283,1,0,1,24,1,4
0,1,28.83333,2.58,0.0004651163,166.2383,0,0,0,41,1,11
1,0,18.41667,11.9999,0.02006617,200.4933,0,0,0,24,0,2
1,1,0.5,3.7,0.0003243243,32.46416,0,0,0,1,1,6
0,0,23.25,3,0.0008368201,0,1,0,0,12,1,17
0,0,33.83333,1.75,0.01952256,0,1,0,3,153,1,0
1,0,38.83333,2.55,0.0004705882,1569.677,1,0,4,24,1,18
1,0,27.33333,3.5,0.06718982,153.7267,1,0,2,6,1,9
1,0,34.91667,3,0.01464867,36.205,0,0,1,30,0,2
1,0,26.25,3.1894,0.000375,258.2908,1,0,1,42,1,11
1,0,27.58333,2.35,0.01036232,23.25,0,0,4,36,1,11
0,4,29.58333,1.97,0.0006091371,0,0,0,0,47,1,6
1,0,34.75,3.6,0.05023986,457.4875,1,0,3,3,1,10
1,0,38.58333,6.9,0.02910716,0,0,0,1,160,1,6
1,0,27.25,3.264,0.0033,67.20167,0,0,0,38,1,6
1,0,27.33333,2.85,0.2703846,745.0383,0,0,2,6,1,11
1,0,24,3.095,0.2354365,494.8875,1,0,1,100,1,3
0,0,25.16667,3.1,0.0003870968,111.8392,1,0,1,14,1,19
1,0,25.08333,2.65,0.1534315,613.6425,0,0,0,138,1,9
1,0,23.83333,2.6,0.002791667,105.045,0,0,0,6,1,6
1,0,23.16667,2.85,0.0003361345,207.7133,1,1,1,31,1,8
1,0,33.75,3.35,0.07162478,199.3692,1,0,0,10,1,2
1,0,24.16667,2.7885,0.05414067,136.1242,1,0,0,24,1,0
1,0,34.83333,3.6,0.00048,0,1,1,0,147,1,8
0,0,31.25,1.515,0.0007920792,0,0,1,2,20,1,0
1,0,43.83333,3.25,0.26509,159.36,0,0,1,109,1,6
0,0,49.75,3,0.0003333333,0,0,0,2,12,0,2
1,0,36.91667,3.5,0.0003428572,400.4475,0,0,2,47,1,7
1,0,29.75,1.51,0.0006543432,163.4175,0,0,2,7,1,1
1,0,34.75,10,0.03704,308.25,1,0,3,35,0,4
1,0,28.25,2.1,0.1227771,268.7242,1,0,0,204,0,7
1,0,67.16666,4.4692,0.1506275,7.083333,0,0,0,36,1,3
1,0,26.66667,3,0.03075632,56.46333,1,0,0,12,1,2
0,0,32,1.5,0.006082192,0,0,0,2,20,1,17
1,6,39.33333,3.4,0.1436397,0,0,0,1,36,1,7
0,0,30.91667,2.6,0.0004615385,0,0,0,0,10,0,0
1,1,30.58333,3.5,0.03930543,479.4367,1,0,5,244,1,9
1,2,36.41667,4.7,0.2421564,948.3625,0,0,0,6,1,16
1,0,45.58333,2.4,0.01216667,23.58333,1,0,0,60,1,11
1,1,28.83333,1.99,0.07956502,144.6417,1,0,0,5,1,14
0,0,63.5,3.25,0.0001859543,0,1,0,0,300,1,13
1,0,40.66667,2.7246,0.1334473,446.415,1,0,2,36,1,14
1,0,74.16666,2.8065,0.01688936,68.87083,1,0,0,511,1,16
1,0,38.75,2.4304,0.2284344,15.83333,1,0,1,29,1,17
1,0,43.33333,3.9495,0.1571475,214.9342,1,0,1,3,0,13
0,0,38.33333,3.8,3e-04,0,1,1,3,23,1,6
0,0,31.08333,1.515,0.0002325581,0,0,1,2,86,1,0
1,0,39.66667,5.1,0.08017754,42.51667,0,0,0,132,1,15
1,0,26.58333,2.2,0.05078546,135.1842,0,0,2,150,1,2
1,0,45.16667,5.6,0.03980107,185.7383,1,0,0,1,0,8
1,0,23.41667,1.86,0.2670521,413.5975,1,0,0,8,1,4
0,0,27.41667,2.16,0.0007317073,0,0,0,0,104,0,3
1,0,51.91667,6.8,0.04137513,134.3858,1,0,3,38,0,6
0,0,28.33333,1.8468,0.011423,16.91333,0,0,0,48,1,4
1,0,27.33333,2.75,0.06718982,0,0,0,0,32,1,3
1,0,36.83333,3,0.06853744,111.675,1,0,1,12,1,16
1,0,36.41667,3,0.01145455,20.33333,1,0,1,84,1,0
1,1,32.25,1.8,0.0006666667,150.2917,0,0,3,6,1,13
1,1,22.83333,2.6,0.04884167,5.583333,0,0,0,65,1,18
1,0,27.08333,2,6e-04,47.7875,0,0,0,51,1,4
1,0,38.33333,2.9623,0.002227999,238.365,1,1,1,93,1,0
1,0,28.66667,4.22,0.08559075,300.9942,0,0,1,22,1,3
1,0,40.33333,4.0188,0.01560016,552.3417,0,0,3,72,0,3
1,0,26.41667,3.9,0.045469,113.5892,0,0,2,30,1,8
0,0,22,3.86,0.0003108808,0,0,0,1,14,0,4
1,0,24.08333,2.9,0.06339286,147.3333,0,0,0,60,1,8
1,0,33.5,3.3748,0.2015343,480.3233,0,0,0,66,1,15
1,0,30.83333,3,0.1794971,304.895,0,0,0,12,1,9
1,1,33.83333,2,0.02189943,44.9425,1,0,1,12,1,0
1,0,64.58334,7.125,0.02107955,59.85417,1,0,0,15,1,8
1,0,35.91667,2.5,0.2154031,0,1,0,0,6,0,9
1,0,23.83333,4.2,0.06044576,166.0592,0,0,0,2,1,5
1,0,44.58333,2.2,0.01198229,34.53167,1,0,1,8,1,4
1,1,38.25,3.2,0.02392328,37.42916,1,0,1,84,0,6
1,0,30.41667,1.8,0.0480585,160.0283,1,1,0,27,1,2
1,0,21.83333,5.5689,0.0048,201.4825,0,0,0,30,1,7
1,0,36.58333,3,0.01020614,55.76083,1,0,3,18,1,22
0,1,26.25,6.7,0.0005217391,0,0,0,0,8,1,8
1,0,21.16667,2.4,0.07795545,201.5825,0,0,0,50,1,5
1,1,54.25,2.5,0.1005738,569.9183,0,0,0,131,0,15
0,1,28.33333,2.5,0.00048,0,1,0,0,96,1,4
1,0,19.58333,8,0.0005714286,0,1,0,0,18,1,0
1,0,33.25,2.42,0.07156994,108.9775,0,0,3,34,1,13
1,0,27.25,2.5,0.2115316,440.6908,0,0,0,9,0,1
0,3,38.75,4.7,0.0002553191,0,1,0,3,91,1,8
0,2,33.83333,1.725,0.0006956522,0,1,0,0,204,1,5
0,2,37.25,2.6,0.0007718034,0,1,0,1,36,1,0
1,0,41.58333,2.8,0.1660628,462.0208,1,0,2,36,1,6
1,0,29.08333,4.01,0.06928459,138.5692,0,1,1,120,1,15
1,0,31.75,2.4,0.1869583,124.6325,0,0,0,54,0,3
1,0,36,1.6,0.1541906,304.6225,0,0,1,180,1,5
1,0,29.33333,3.5,6e-04,385.775,0,0,0,192,1,3
1,0,33.83333,3.8,0.1430284,0,1,0,1,153,1,0
1,0,32.33333,6.3,0.08876603,839.3008,0,1,4,4,1,1
1,0,33.66667,2.1,0.04509,78.25584,0,0,0,12,1,0
1,0,23.83333,2.35,0.07879038,136.0408,0,0,1,25,0,3
1,0,28.91667,3.9,0.1384924,242.195,1,0,3,24,1,6
0,0,29.25,1.9324,0.1922148,94.26833,0,0,2,74,1,4
1,0,39.5,9.9999,0.06579486,478.7125,1,0,0,12,1,4
0,0,44.58333,1.8,0.0006666667,0,1,1,0,60,0,5
1,0,31.41667,1.8,0.03320618,98.345,1,0,0,98,1,9
0,2,24.91667,3.4,0.1063297,0,0,0,1,36,1,7
0,0,28.25,2.55,0.2395941,0,0,0,1,8,1,3
1,0,34.83333,3,0.126377,315.9425,1,1,6,12,0,14
1,0,26.41667,2.8,0.08959676,46.52333,0,0,0,30,1,13
1,0,42,5.2,0.05915846,53.30167,0,1,0,12,0,0
1,0,54.41667,2.15,0.06282978,484.4392,1,0,3,6,1,12
0,0,35.25,3,0.4582348,0,0,0,2,10,0,0
1,0,20,7.5,0.0205616,128.4267,1,0,0,86,1,5
1,0,33.08333,4,0.2599927,1949.862,1,0,2,42,1,7
1,0,21.83333,2.1,0.0067932,13.4025,0,0,1,27,1,7
0,0,23.75,3,0.0004444444,0,0,0,3,169,0,6
1,0,40.08333,4.3,0.03419023,79.36083,0,0,0,108,1,4
1,0,54.75,5.48,0.1342037,612.8633,1,0,0,146,1,4
1,0,40.33333,8.2,0.02820012,77.35667,1,0,2,172,0,14
1,0,26.08333,2.23,0.05652018,104.7833,0,0,0,147,1,1
1,3,28.5,2.9,0.1596184,466.3475,0,0,0,2,1,9
1,0,35.5,2.45,0.05493143,365.9058,0,0,0,6,1,11
0,1,56.75,2.5,0.00048,0,1,0,1,96,1,8
1,0,33.08333,2.8,0.051839,70.285,0,0,1,61,1,20
1,3,22.91667,1.92,0.0003692308,34.09167,1,0,2,12,1,7
0,0,24,3,0.1364475,0,0,0,1,3,1,4
1,0,40.75,3,0.06458829,376.765,1,0,0,40,1,16
0,7,33,7.5,0.00016,0,0,0,0,9,1,0
1,3,23.16667,3.8,0.0007401468,189.1767,1,0,0,144,1,4
1,1,25.91667,2,0.08436351,260.1208,1,0,0,236,1,3
1,0,29.16667,2.58,0.1436397,406.9792,0,0,0,6,1,7
0,0,46.33333,1.6,0.0004210526,0,1,0,0,60,0,11
1,0,25.75,2.8,0.05487154,118.7217,0,0,0,6,0,4
0,0,41.33333,1.566,0.07067624,0,0,0,2,18,1,3
1,0,24.25,1.8,0.1336028,810.3917,0,0,0,18,1,3
1,0,39.41667,2.8,0.1696903,438.3667,1,0,0,12,1,3
0,2,23.83333,1.5,8e-04,0,0,0,4,24,1,4
1,1,27.83333,5,0.0289768,120.4033,1,0,0,59,1,2
0,0,33.08333,5.5,0.0006188757,0,0,0,3,6,1,7
1,0,31.91667,4.4,0.01661133,20.18083,1,1,2,108,0,1
1,0,33.25,2.8,0.3252597,940.3925,0,0,0,97,1,4
1,0,26.33333,2.95,0.1325831,42.69083,0,0,0,9,1,5
1,0,40.75,1.6,0.02353625,30.54833,1,0,0,24,1,17
0,1,22.41667,2,0.115791,0,0,0,0,18,1,6
1,0,39.5,2.8542,0.00048,324.0275,1,1,1,42,1,18
1,0,41.41667,2.2,0.05026682,159.1958,0,0,2,42,1,3
1,0,29.41667,2.2,0.1334473,244.6533,1,0,1,24,1,17
0,9,35.08333,1.7,2e-04,0,0,0,1,90,1,46
0,0,57.33333,1.65,0.0005797101,0,0,0,0,72,1,3
1,0,23.91667,2.66,0.04462218,98.57916,1,0,0,228,1,0
1,0,28,2.4,0.02366667,43.20667,1,0,1,136,0,9
1,0,39.41667,1.56,0.229822,478.7125,1,0,0,6,1,3
0,2,56.75,8,0.0004137931,0,1,0,1,408,1,5
0,0,63.75,2.0272,0.1110255,0,0,0,0,91,0,14
1,0,36.83333,4,0.0092175,431.1433,1,0,0,16,1,0
1,0,55.08333,6.7,0.00475,248.9058,1,1,0,18,0,10
1,0,29.33333,2.5,0.002625298,6.5175,1,0,0,12,1,9
1,0,19.83333,5.3,4e-04,191.7017,0,0,0,14,1,3
1,0,25.25,3.2,0.04542718,121.0558,0,0,0,4,1,10
1,0,27.25,2.2,0.08092181,148.19,0,0,1,8,0,4
1,0,27.5,2.6,0.0841927,182.1675,0,0,0,23,1,9
1,1,26,5.5,0.1535069,703.4067,0,0,1,8,1,13
1,1,25.91667,2.4,0.1078696,193.3225,0,0,0,150,1,12
0,1,43.58333,2.25,0.0005333333,100.3367,0,0,0,44,0,13
1,0,43.33333,2.8,0.1571475,517.2117,1,0,6,80,0,14
1,0,34.91667,3.3,0.01464867,431.1433,0,0,0,30,0,2
1,0,20.25,1.85,0.3426108,527.9417,0,0,0,8,1,2
1,5,28.25,2.0272,0.1110255,0,1,0,1,72,1,1
1,0,39.41667,4.7,0.00768908,247.2992,0,0,4,12,1,10
1,0,21.58333,3.48,0.00768908,225.4592,0,0,0,28,0,6
1,0,24.5,2.04,0.007960784,16.25,0,0,1,38,1,0
0,1,43.58333,3.6,0.00048,0,1,0,0,147,1,8
0,1,27.16667,1.8,0.02505766,0,0,0,0,7,1,4
1,0,18.75,1.8,0.01989944,103.9167,0,0,0,6,1,10
0,1,21.16667,1.85,0.0006486487,0,0,0,0,192,1,2
0,0,54.83333,9.4,0.03244491,0,1,0,1,9,1,2
1,0,56,1.45,0.0008275862,58.60833,1,0,0,36,1,2
